"amt","sogn","koen","alder","civilstand","herred","år"
"Århus","Århus Købstad","mand",28,"gift","Hasle",1860
"Århus","Århus Købstad","kvinde",22,"gift","Hasle",1860
"Århus","Århus Købstad","kvinde",30,"ugift","Hasle",1860
"Århus","Århus Købstad","mand",16,"ugift","Hasle",1860
"Århus","Århus Købstad","mand",16,"ugift","Hasle",1860
"Århus","Århus Købstad","mand",25,"ugift","Hasle",1860
"Århus","Århus Købstad","mand",26,"ugift","Hasle",1860
"Århus","Århus Købstad","mand",6,"ugift","Hasle",1860
"Århus","Århus Købstad","kvinde",19,"ugift","Hasle",1860
"Århus","Århus Købstad","mand",30,"gift","Hasle",1860
"Århus","Århus Købstad","kvinde",32,"gift","Hasle",1860
"Århus","Århus Købstad","kvinde",1,"ugift","Hasle",1860
"Århus","Århus Købstad","kvinde",20,"ugift","Hasle",1860
"Århus","Århus Købstad","mand",33,"ugift","Hasle",1860
"Århus","Århus Købstad","mand",27,"ugift","Hasle",1860
"Århus","Århus Købstad","kvinde",44,"ugift","Hasle",1860
"Århus","Århus Købstad","kvinde",34,"ugift","Hasle",1860
"Århus","Århus Købstad","mand",42,"gift","Hasle",1860
"Århus","Århus Købstad","kvinde",31,"gift","Hasle",1860
"Århus","Århus Købstad","mand",10,"ugift","Hasle",1860
"Århus","Århus Købstad","kvinde",7,"ugift","Hasle",1860
"Århus","Århus Købstad","mand",4,"ugift","Hasle",1860
"Århus","Århus Købstad","mand",26,"ugift","Hasle",1860
"Århus","Århus Købstad","mand",23,"ugift","Hasle",1860
"Århus","Århus Købstad","mand",21,"ugift","Hasle",1860
"Århus","Århus Købstad","mand",19,"ugift","Hasle",1860
"Århus","Århus Købstad","kvinde",22,"ugift","Hasle",1860
"Århus","Århus Købstad","kvinde",20,"ugift","Hasle",1860
"Århus","Århus Købstad","kvinde",16,"ugift","Hasle",1860
"Århus","Århus Købstad","mand",25,"ugift","Hasle",1860
"Århus","Århus Købstad","mand",30,"gift","Hasle",1860
"Århus","Århus Købstad","kvinde",35,"gift","Hasle",1860
"Århus","Århus Købstad","kvinde",3,"ugift","Hasle",1860
"Århus","Århus Købstad","kvinde",1,"ugift","Hasle",1860
"Århus","Århus Købstad","kvinde",23,"ugift","Hasle",1860
"Århus","Århus Købstad","mand",34,"gift","Hasle",1860
"Århus","Århus Købstad","kvinde",27,"gift","Hasle",1860
"Århus","Århus Købstad","mand",9,"ugift","Hasle",1860
"Århus","Århus Købstad","kvinde",7,"ugift","Hasle",1860
"Århus","Århus Købstad","mand",3,"ugift","Hasle",1860
"Århus","Århus Købstad","kvinde",20,"ugift","Hasle",1860
"Århus","Århus Købstad","mand",34,"gift","Hasle",1860
"Århus","Århus Købstad","kvinde",33,"gift","Hasle",1860
"Århus","Århus Købstad","mand",7,"ugift","Hasle",1860
"Århus","Århus Købstad","kvinde",3,"ugift","Hasle",1860
"Århus","Århus Købstad","mand",1,"ugift","Hasle",1860
"Århus","Århus Købstad","kvinde",18,"ugift","Hasle",1860
"Århus","Århus Købstad","mand",60,"gift","Hasle",1860
"Århus","Århus Købstad","kvinde",55,"gift","Hasle",1860
"Århus","Århus Købstad","kvinde",21,"ugift","Hasle",1860
"Århus","Århus Købstad","mand",31,"gift","Hasle",1860
"Århus","Århus Købstad","kvinde",32,"gift","Hasle",1860
"Århus","Århus Købstad","mand",40,"gift","Hasle",1860
"Århus","Århus Købstad","kvinde",38,"gift","Hasle",1860
"Århus","Århus Købstad","mand",11,"ugift","Hasle",1860
"Århus","Århus Købstad","mand",8,"ugift","Hasle",1860
"Århus","Århus Købstad","mand",5,"ugift","Hasle",1860
"Århus","Århus Købstad","kvinde",1,"ugift","Hasle",1860
"Århus","Århus Købstad","kvinde",20,"ugift","Hasle",1860
"Århus","Århus Købstad","kvinde",15,"ugift","Hasle",1860
"Århus","Århus Købstad","mand",28,"ugift","Hasle",1860
"Århus","Århus Købstad","mand",48,"gift","Hasle",1860
"Århus","Århus Købstad","kvinde",40,"gift","Hasle",1860
"Århus","Århus Købstad","mand",7,"ugift","Hasle",1860
"Århus","Århus Købstad","mand",28,"ugift","Hasle",1860
"Århus","Århus Købstad","mand",38,"ugift","Hasle",1860
"Århus","Århus Købstad","kvinde",29,"enke","Hasle",1860
"Århus","Århus Købstad","mand",5,"ugift","Hasle",1860
"Århus","Århus Købstad","kvinde",23,"ugift","Hasle",1860
"Århus","Århus Købstad","mand",40,"gift","Hasle",1860
"Århus","Århus Købstad","kvinde",24,"gift","Hasle",1860
"Århus","Århus Købstad","mand",22,"ugift","Hasle",1860
"Århus","Århus Købstad","mand",22,"ugift","Hasle",1860
"Århus","Århus Købstad","kvinde",19,"ugift","Hasle",1860
"Århus","Århus Købstad","mand",34,"enkemand","Hasle",1860
"Århus","Århus Købstad","kvinde",1,"ugift","Hasle",1860
"Århus","Århus Købstad","kvinde",52,"enke","Hasle",1860
"Århus","Århus Købstad","kvinde",23,"ugift","Hasle",1860
"Århus","Århus Købstad","kvinde",20,"ugift","Hasle",1860
"Århus","Århus Købstad","mand",25,"ugift","Hasle",1860
"Århus","Århus Købstad","kvinde",50,"enke","Hasle",1860
"Århus","Århus Købstad","mand",28,"ugift","Hasle",1860
"Århus","Århus Købstad","mand",27,"ugift","Hasle",1860
"Århus","Århus Købstad","mand",25,"ugift","Hasle",1860
"Århus","Århus Købstad","mand",22,"ugift","Hasle",1860
"Århus","Århus Købstad","kvinde",20,"ugift","Hasle",1860
"Århus","Århus Købstad","mand",18,"ugift","Hasle",1860
"Århus","Århus Købstad","mand",44,"ugift","Hasle",1860
"Århus","Århus Købstad","mand",20,"ugift","Hasle",1860
"Århus","Århus Købstad","kvinde",25,"ugift","Hasle",1860
"Århus","Århus Købstad","kvinde",25,"ugift","Hasle",1860
"Århus","Århus Købstad","kvinde",24,"ugift","Hasle",1860
"Århus","Århus Købstad","mand",22,"ugift","Hasle",1860
"Århus","Århus Købstad","mand",70,"ugift","Hasle",1860
"Århus","Århus Købstad","kvinde",40,"enke","Hasle",1860
"Århus","Århus Købstad","mand",10,"ugift","Hasle",1860
"Århus","Århus Købstad","mand",9,"ugift","Hasle",1860
"Århus","Århus Købstad","mand",6,"ugift","Hasle",1860
"Århus","Århus Købstad","mand",20,"ugift","Hasle",1860
"Århus","Århus Købstad","mand",17,"ugift","Hasle",1860
"Århus","Århus Købstad","mand",19,"ugift","Hasle",1860
"Århus","Århus Købstad","mand",16,"ugift","Hasle",1860
"Århus","Århus Købstad","mand",15,"ugift","Hasle",1860
"Århus","Århus Købstad","mand",12,"ugift","Hasle",1860
"Århus","Århus Købstad","mand",12,"ugift","Hasle",1860
"Århus","Århus Købstad","mand",16,"ugift","Hasle",1860
"Århus","Århus Købstad","mand",11,"ugift","Hasle",1860
"Århus","Århus Købstad","kvinde",15,"ugift","Hasle",1860
"Århus","Århus Købstad","kvinde",30,"ugift","Hasle",1860
"Århus","Århus Købstad","kvinde",21,"ugift","Hasle",1860
"Århus","Århus Købstad","kvinde",43,"skilt","Hasle",1860
"Århus","Århus Købstad","kvinde",26,"ugift","Hasle",1860
"Århus","Århus Købstad","mand",36,"ugift","Hasle",1860
"Århus","Århus Købstad","mand",16,"ugift","Hasle",1860
"Århus","Århus Købstad","mand",32,"ugift","Hasle",1860
"Århus","Århus Købstad","kvinde",30,"ugift","Hasle",1860
"Århus","Århus Købstad","kvinde",26,"ugift","Hasle",1860
"Århus","Århus Købstad","mand",21,"ugift","Hasle",1860
"Århus","Århus Købstad","mand",21,"ugift","Hasle",1860
"Århus","Århus Købstad","mand",47,"gift","Hasle",1860
"Århus","Århus Købstad","kvinde",34,"gift","Hasle",1860
"Århus","Århus Købstad","kvinde",15,"ugift","Hasle",1860
"Århus","Århus Købstad","mand",72,"gift","Hasle",1860
"Århus","Århus Købstad","kvinde",66,"gift","Hasle",1860
"Århus","Århus Købstad","kvinde",40,"ugift","Hasle",1860
"Århus","Århus Købstad","kvinde",40,"ugift","Hasle",1860
"Århus","Århus Købstad","kvinde",24,"ugift","Hasle",1860
"Århus","Århus Købstad","kvinde",24,"ugift","Hasle",1860
"Århus","Århus Købstad","mand",41,"gift","Hasle",1860
"Århus","Århus Købstad","kvinde",34,"gift","Hasle",1860
"Århus","Århus Købstad","kvinde",11,"ugift","Hasle",1860
"Århus","Århus Købstad","mand",9,"ugift","Hasle",1860
"Århus","Århus Købstad","kvinde",25,"ugift","Hasle",1860
"Århus","Århus Købstad","kvinde",23,"ugift","Hasle",1860
"Århus","Århus Købstad","kvinde",27,"ugift","Hasle",1860
"Århus","Århus Købstad","mand",29,"ugift","Hasle",1860
"Århus","Århus Købstad","mand",24,"ugift","Hasle",1860
"Århus","Århus Købstad","mand",19,"ugift","Hasle",1860
"Århus","Århus Købstad","mand",19,"ugift","Hasle",1860
"Århus","Århus Købstad","mand",42,"ugift","Hasle",1860
"Århus","Århus Købstad","mand",27,"ugift","Hasle",1860
"Århus","Århus Købstad","mand",45,"gift","Hasle",1860
"Århus","Århus Købstad","kvinde",52,"gift","Hasle",1860
"Århus","Århus Købstad","kvinde",22,"ugift","Hasle",1860
"Århus","Århus Købstad","kvinde",15,"ugift","Hasle",1860
"Århus","Århus Købstad","kvinde",9,"ugift","Hasle",1860
"Århus","Århus Købstad","kvinde",20,"ugift","Hasle",1860
"Århus","Århus Købstad","mand",20,"ugift","Hasle",1860
"Århus","Århus Købstad","mand",21,"ugift","Hasle",1860
"Århus","Århus Købstad","mand",49,"gift","Hasle",1860
"Århus","Århus Købstad","kvinde",46,"gift","Hasle",1860
"Århus","Århus Købstad","mand",8,"ugift","Hasle",1860
"Århus","Århus Købstad","mand",4,"ugift","Hasle",1860
"Århus","Århus Købstad","mand",19,"ugift","Hasle",1860
"Århus","Århus Købstad","kvinde",16,"ugift","Hasle",1860
"Århus","Århus Købstad","kvinde",22,"ugift","Hasle",1860
"Århus","Århus Købstad","mand",37,"gift","Hasle",1860
"Århus","Århus Købstad","kvinde",30,"gift","Hasle",1860
"Århus","Århus Købstad","mand",10,"ugift","Hasle",1860
"Århus","Århus Købstad","kvinde",9,"ugift","Hasle",1860
"Århus","Århus Købstad","mand",20,"ugift","Hasle",1860
"Århus","Århus Købstad","mand",17,"ugift","Hasle",1860
"Århus","Århus Købstad","kvinde",33,"ugift","Hasle",1860
"Århus","Århus Købstad","mand",27,"ugift","Hasle",1860
"Århus","Århus Købstad","mand",36,"gift","Hasle",1860
"Århus","Århus Købstad","kvinde",22,"gift","Hasle",1860
"Århus","Århus Købstad","kvinde",23,"ugift","Hasle",1860
"Århus","Århus Købstad","mand",34,"ugift","Hasle",1860
"Århus","Århus Købstad","mand",31,"gift","Hasle",1860
"Århus","Århus Købstad","kvinde",33,"gift","Hasle",1860
"Århus","Århus Købstad","kvinde",15,"ugift","Hasle",1860
"Århus","Århus Købstad","mand",13,"ugift","Hasle",1860
"Århus","Århus Købstad","kvinde",8,"ugift","Hasle",1860
"Århus","Århus Købstad","mand",4,"ugift","Hasle",1860
"Århus","Århus Købstad","mand",29,"gift","Hasle",1860
"Århus","Århus Købstad","kvinde",30,"gift","Hasle",1860
"Århus","Århus Købstad","mand",4,"ugift","Hasle",1860
"Århus","Århus Købstad","kvinde",28,"ugift","Hasle",1860
"Århus","Århus Købstad","mand",31,"gift","Hasle",1860
"Århus","Århus Købstad","kvinde",32,"gift","Hasle",1860
"Århus","Århus Købstad","kvinde",28,"ugift","Hasle",1860
"Århus","Århus Købstad","mand",28,"ugift","Hasle",1860
"Århus","Århus Købstad","",NA,"","Hasle",1860
"Århus","Århus Købstad","mand",41,"gift","Hasle",1860
"Århus","Århus Købstad","kvinde",31,"gift","Hasle",1860
"Århus","Århus Købstad","mand",11,"ugift","Hasle",1860
"Århus","Århus Købstad","mand",9,"ugift","Hasle",1860
"Århus","Århus Købstad","kvinde",7,"ugift","Hasle",1860
"Århus","Århus Købstad","mand",4,"ugift","Hasle",1860
"Århus","Århus Købstad","kvinde",3,"ugift","Hasle",1860
"Århus","Århus Købstad","mand",20,"ugift","Hasle",1860
"Århus","Århus Købstad","mand",27,"ugift","Hasle",1860
"Århus","Århus Købstad","mand",21,"ugift","Hasle",1860
"Århus","Århus Købstad","mand",32,"ugift","Hasle",1860
"Århus","Århus Købstad","mand",25,"ugift","Hasle",1860
"Århus","Århus Købstad","mand",24,"ugift","Hasle",1860
"Århus","Århus Købstad","mand",22,"ugift","Hasle",1860
"Århus","Århus Købstad","kvinde",24,"ugift","Hasle",1860
"Århus","Århus Købstad","kvinde",19,"ugift","Hasle",1860
"Århus","Århus Købstad","kvinde",17,"ugift","Hasle",1860
"Århus","Århus Købstad","kvinde",30,"ugift","Hasle",1860
"Århus","Århus Købstad","kvinde",20,"ugift","Hasle",1860
"Århus","Århus Købstad","kvinde",29,"ugift","Hasle",1860
"Århus","Århus Købstad","kvinde",36,"ugift","Hasle",1860
"Århus","Århus Købstad","kvinde",16,"ugift","Hasle",1860
"Århus","Århus Købstad","kvinde",32,"ugift","Hasle",1860
"Århus","Århus Købstad","mand",16,"ugift","Hasle",1860
"Århus","Århus Købstad","mand",21,"ugift","Hasle",1860
"Århus","Århus Købstad","mand",35,"ugift","Hasle",1860
"Århus","Århus Købstad","mand",28,"ugift","Hasle",1860
"Århus","Århus Købstad","kvinde",25,"ugift","Hasle",1860
"Århus","Århus Købstad","mand",40,"gift","Hasle",1860
"Århus","Århus Købstad","mand",42,"gift","Hasle",1860
"Århus","Århus Købstad","kvinde",26,"gift","Hasle",1860
"Århus","Århus Købstad","",NA,"","Hasle",1860
"Århus","Århus Købstad","",NA,"","Hasle",1860
"Århus","Århus Købstad","mand",45,"gift","Hasle",1860
"Århus","Århus Købstad","kvinde",33,"gift","Hasle",1860
"Århus","Århus Købstad","mand",12,"ugift","Hasle",1860
"Århus","Århus Købstad","kvinde",10,"ugift","Hasle",1860
"Århus","Århus Købstad","kvinde",8,"ugift","Hasle",1860
"Århus","Århus Købstad","mand",6,"ugift","Hasle",1860
"Århus","Århus Købstad","kvinde",36,"ugift","Hasle",1860
"Århus","Århus Købstad","kvinde",18,"ugift","Hasle",1860
"Århus","Århus Købstad","kvinde",19,"ugift","Hasle",1860
"Århus","Århus Købstad","kvinde",34,"ugift","Hasle",1860
"Århus","Århus Købstad","kvinde",24,"ugift","Hasle",1860
"Århus","Århus Købstad","kvinde",24,"ugift","Hasle",1860
"Århus","Århus Købstad","kvinde",23,"ugift","Hasle",1860
"Århus","Århus Købstad","mand",22,"ugift","Hasle",1860
"Århus","Århus Købstad","mand",18,"ugift","Hasle",1860
"Århus","Århus Købstad","mand",17,"ugift","Hasle",1860
"Århus","Århus Købstad","mand",22,"ugift","Hasle",1860
"Århus","Århus Købstad","mand",31,"ugift","Hasle",1860
"Århus","Århus Købstad","mand",41,"gift","Hasle",1860
"Århus","Århus Købstad","kvinde",34,"gift","Hasle",1860
"Århus","Århus Købstad","mand",5,"ugift","Hasle",1860
"Århus","Århus Købstad","kvinde",3,"ugift","Hasle",1860
"Århus","Århus Købstad","mand",31,"gift","Hasle",1860
"Århus","Århus Købstad","kvinde",25,"gift","Hasle",1860
"Århus","Århus Købstad","kvinde",1,"ugift","Hasle",1860
"Århus","Århus Købstad","mand",29,"gift","Hasle",1860
"Århus","Århus Købstad","mand",57,"gift","Hasle",1860
"Århus","Århus Købstad","mand",40,"enkemand","Hasle",1860
"Århus","Århus Købstad","mand",24,"ugift","Hasle",1860
"Århus","Århus Købstad","mand",21,"ugift","Hasle",1860
"Århus","Århus Købstad","mand",34,"ugift","Hasle",1860
"Århus","Århus Købstad","mand",38,"gift","Hasle",1860
"Århus","Århus Købstad","mand",38,"gift","Hasle",1860
"Århus","Århus Købstad","mand",5,"ugift","Hasle",1860
"Århus","Århus Købstad","mand",3,"ugift","Hasle",1860
"Århus","Århus Købstad","mand",1,"ugift","Hasle",1860
"Århus","Århus Købstad","mand",22,"ugift","Hasle",1860
"Århus","Århus Købstad","mand",24,"ugift","Hasle",1860
"Århus","Århus Købstad","mand",26,"ugift","Hasle",1860
"Århus","Århus Købstad","mand",52,"gift","Hasle",1860
"Århus","Århus Købstad","kvinde",64,"gift","Hasle",1860
"Århus","Århus Købstad","mand",27,"gift","Hasle",1860
"Århus","Århus Købstad","kvinde",22,"gift","Hasle",1860
"Århus","Århus Købstad","mand",2,"ugift","Hasle",1860
"Århus","Århus Købstad","kvinde",1,"ugift","Hasle",1860
"Århus","Århus Købstad","kvinde",24,"ugift","Hasle",1860
"Århus","Århus Købstad","kvinde",25,"ugift","Hasle",1860
"Århus","Århus Købstad","mand",29,"ugift","Hasle",1860
"Århus","Århus Købstad","mand",44,"gift","Hasle",1860
"Århus","Århus Købstad","kvinde",54,"gift","Hasle",1860
"Århus","Århus Købstad","mand",31,"ugift","Hasle",1860
"Århus","Århus Købstad","kvinde",21,"ugift","Hasle",1860
"Århus","Århus Købstad","mand",40,"gift","Hasle",1860
"Århus","Århus Købstad","kvinde",43,"gift","Hasle",1860
"Århus","Århus Købstad","mand",14,"ugift","Hasle",1860
"Århus","Århus Købstad","kvinde",12,"ugift","Hasle",1860
"Århus","Århus Købstad","mand",10,"ugift","Hasle",1860
"Århus","Århus Købstad","kvinde",7,"ugift","Hasle",1860
"Århus","Århus Købstad","kvinde",1,"ugift","Hasle",1860
"Århus","Århus Købstad","mand",37,"ugift","Hasle",1860
"Århus","Århus Købstad","mand",48,"gift","Hasle",1860
"Århus","Århus Købstad","kvinde",50,"gift","Hasle",1860
"Århus","Århus Købstad","kvinde",20,"ugift","Hasle",1860
"Århus","Århus Købstad","mand",12,"ugift","Hasle",1860
"Århus","Århus Købstad","mand",39,"gift","Hasle",1860
"Århus","Århus Købstad","kvinde",41,"gift","Hasle",1860
"Århus","Århus Købstad","kvinde",11,"ugift","Hasle",1860
"Århus","Århus Købstad","mand",9,"ugift","Hasle",1860
"Århus","Århus Købstad","kvinde",4,"ugift","Hasle",1860
"Århus","Århus Købstad","mand",24,"gift","Hasle",1860
"Århus","Århus Købstad","kvinde",28,"gift","Hasle",1860
"Århus","Århus Købstad","kvinde",2,"ugift","Hasle",1860
"Århus","Århus Købstad","mand",31,"gift","Hasle",1860
"Århus","Århus Købstad","kvinde",30,"gift","Hasle",1860
"Århus","Århus Købstad","kvinde",2,"ugift","Hasle",1860
"Århus","Århus Købstad","kvinde",75,"ugift","Hasle",1860
"Århus","Århus Købstad","kvinde",47,"enke","Hasle",1860
"Århus","Århus Købstad","kvinde",18,"ugift","Hasle",1860
"Århus","Århus Købstad","kvinde",15,"ugift","Hasle",1860
"Århus","Århus Købstad","mand",47,"gift","Hasle",1860
"Århus","Århus Købstad","kvinde",45,"gift","Hasle",1860
"Århus","Århus Købstad","kvinde",14,"ugift","Hasle",1860
"Århus","Århus Købstad","mand",4,"ugift","Hasle",1860
"Århus","Århus Købstad","kvinde",1,"ugift","Hasle",1860
"Århus","Århus Købstad","mand",28,"gift","Hasle",1860
"Århus","Århus Købstad","kvinde",33,"gift","Hasle",1860
"Århus","Århus Købstad","mand",34,"gift","Hasle",1860
"Århus","Århus Købstad","kvinde",25,"gift","Hasle",1860
"Århus","Århus Købstad","kvinde",1,"ugift","Hasle",1860
"Århus","Århus Købstad","kvinde",35,"ugift","Hasle",1860
"Århus","Århus Købstad","kvinde",13,"ugift","Hasle",1860
"Århus","Århus Købstad","mand",11,"ugift","Hasle",1860
"Århus","Århus Købstad","mand",64,"gift","Hasle",1860
"Århus","Århus Købstad","kvinde",55,"gift","Hasle",1860
"Århus","Århus Købstad","kvinde",21,"ugift","Hasle",1860
"Århus","Århus Købstad","kvinde",16,"ugift","Hasle",1860
"Århus","Århus Købstad","kvinde",28,"ugift","Hasle",1860
"Århus","Århus Købstad","mand",19,"gift","Hasle",1860
"Århus","Århus Købstad","mand",25,"ugift","Hasle",1860
"Århus","Århus Købstad","mand",29,"ugift","Hasle",1860
"Århus","Århus Købstad","mand",67,"gift","Hasle",1860
"Århus","Århus Købstad","kvinde",62,"gift","Hasle",1860
"Århus","Århus Købstad","kvinde",87,"enke","Hasle",1860
"Århus","Århus Købstad","mand",42,"gift","Hasle",1860
"Århus","Århus Købstad","kvinde",45,"gift","Hasle",1860
"Århus","Århus Købstad","mand",13,"ugift","Hasle",1860
"Århus","Århus Købstad","mand",42,"gift","Hasle",1860
"Århus","Århus Købstad","kvinde",45,"gift","Hasle",1860
"Århus","Århus Købstad","kvinde",6,"ugift","Hasle",1860
"Århus","Århus Købstad","mand",61,"gift","Hasle",1860
"Århus","Århus Købstad","kvinde",59,"gift","Hasle",1860
"Århus","Århus Købstad","mand",27,"ugift","Hasle",1860
"Århus","Århus Købstad","mand",24,"ugift","Hasle",1860
